row_number;date_bibliography;bibliography_id;db_variation_id;origin;phenotype;replicated;title;publication;databank_id;date_id
8711;2013-01-01T00:00:00.000Z;23680436;rs1051375;Not available;Not available;Not available;Association of genetic variation in CACNA1C with bipolar disorder in Han Chinese.;Journal of affective disorders;4;3,71E+12
8712;2013-01-01T00:00:00.000Z;24047955;rs45544633;Not available;Not available;Not available;Cardiomyopathy mutations in the tail of Î²-cardiac myosin modify the coiled-coil structure and affect integration into thick filaments in muscle sarcomeres in adult cardiomyocytes.;The Journal of biological chemistry;4;3,71E+12
8713;2013-01-01T00:00:00.000Z;24047955;rs45544633;Not available;Not available;Not available;Cardiomyopathy mutations in the tail of ?-cardiac myosin modify the coiled-coil structure and affect integration into thick filaments in muscle sarcomeres in adult cardiomyocytes.;The Journal of biological chemistry;4;3,71E+12
8714;2013-01-01T00:00:00.000Z;24047955;rs141764279;Not available;Not available;Not available;Cardiomyopathy mutations in the tail of Î²-cardiac myosin modify the coiled-coil structure and affect integration into thick filaments in muscle sarcomeres in adult cardiomyocytes.;The Journal of biological chemistry;4;3,71E+12
8715;2013-01-01T00:00:00.000Z;24047955;rs141764279;Not available;Not available;Not available;Cardiomyopathy mutations in the tail of ?-cardiac myosin modify the coiled-coil structure and affect integration into thick filaments in muscle sarcomeres in adult cardiomyocytes.;The Journal of biological chemistry;4;3,71E+12
8716;2013-01-01T00:00:00.000Z;24047955;rs397516241;Not available;Not available;Not available;Cardiomyopathy mutations in the tail of Î²-cardiac myosin modify the coiled-coil structure and affect integration into thick filaments in muscle sarcomeres in adult cardiomyocytes.;The Journal of biological chemistry;4;3,71E+12
8717;2013-01-01T00:00:00.000Z;24047955;rs397516241;Not available;Not available;Not available;Cardiomyopathy mutations in the tail of ?-cardiac myosin modify the coiled-coil structure and affect integration into thick filaments in muscle sarcomeres in adult cardiomyocytes.;The Journal of biological chemistry;4;3,71E+12
8718;2013-01-01T00:00:00.000Z;24047955;rs727503246;Not available;Not available;Not available;Cardiomyopathy mutations in the tail of Î²-cardiac myosin modify the coiled-coil structure and affect integration into thick filaments in muscle sarcomeres in adult cardiomyocytes.;The Journal of biological chemistry;4;3,71E+12
8719;2013-01-01T00:00:00.000Z;24047955;rs727503246;Not available;Not available;Not available;Cardiomyopathy mutations in the tail of ?-cardiac myosin modify the coiled-coil structure and affect integration into thick filaments in muscle sarcomeres in adult cardiomyocytes.;The Journal of biological chemistry;4;3,71E+12
8720;2013-01-01T00:00:00.000Z;24047955;rs727504325;Not available;Not available;Not available;Cardiomyopathy mutations in the tail of Î²-cardiac myosin modify the coiled-coil structure and affect integration into thick filaments in muscle sarcomeres in adult cardiomyocytes.;The Journal of biological chemistry;4;3,71E+12
8721;2013-01-01T00:00:00.000Z;24047955;rs727504325;Not available;Not available;Not available;Cardiomyopathy mutations in the tail of ?-cardiac myosin modify the coiled-coil structure and affect integration into thick filaments in muscle sarcomeres in adult cardiomyocytes.;The Journal of biological chemistry;4;3,71E+12
8722;2013-01-01T00:00:00.000Z;23631430;rs121912705;Not available;Not available;Not available;Results of genetic testing in 855 consecutive unrelated patients referred for long QT syndrome in a clinical laboratory.;Genetic testing and molecular biomarkers;4;3,71E+12
8723;2013-01-01T00:00:00.000Z;23631430;rs12720452;Not available;Not available;Not available;Results of genetic testing in 855 consecutive unrelated patients referred for long QT syndrome in a clinical laboratory.;Genetic testing and molecular biomarkers;4;3,71E+12
8724;2013-01-01T00:00:00.000Z;23631430;rs45489199;Not available;Not available;Not available;Results of genetic testing in 855 consecutive unrelated patients referred for long QT syndrome in a clinical laboratory.;Genetic testing and molecular biomarkers;4;3,71E+12
8725;2013-01-01T00:00:00.000Z;23233322;rs11570050;Not available;Not available;Not available;Early results of sarcomeric gene screening from the Egyptian National BA-HCM Program.;Journal of cardiovascular translational research;4;3,71E+12
8726;2013-01-01T00:00:00.000Z;23233322;rs36211722;Not available;Not available;Not available;Early results of sarcomeric gene screening from the Egyptian National BA-HCM Program.;Journal of cardiovascular translational research;4;3,71E+12
8727;2013-01-01T00:00:00.000Z;23233322;rs370328209;Not available;Not available;Not available;Early results of sarcomeric gene screening from the Egyptian National BA-HCM Program.;Journal of cardiovascular translational research;4;3,71E+12
8728;2013-01-01T00:00:00.000Z;23233322;rs3729823;Not available;Not available;Not available;Early results of sarcomeric gene screening from the Egyptian National BA-HCM Program.;Journal of cardiovascular translational research;4;3,71E+12
8729;2013-01-01T00:00:00.000Z;23233322;rs3729936;Not available;Not available;Not available;Early results of sarcomeric gene screening from the Egyptian National BA-HCM Program.;Journal of cardiovascular translational research;4;3,71E+12
8730;2013-01-01T00:00:00.000Z;23233322;rs3729986;Not available;Not available;Not available;Early results of sarcomeric gene screening from the Egyptian National BA-HCM Program.;Journal of cardiovascular translational research;4;3,71E+12
8731;2013-01-01T00:00:00.000Z;23233322;rs45490292;Not available;Not available;Not available;Early results of sarcomeric gene screening from the Egyptian National BA-HCM Program.;Journal of cardiovascular translational research;4;3,71E+12
8732;2013-01-01T00:00:00.000Z;23233322;rs45504498;Not available;Not available;Not available;Early results of sarcomeric gene screening from the Egyptian National BA-HCM Program.;Journal of cardiovascular translational research;4;3,71E+12
8733;2013-01-01T00:00:00.000Z;23233322;rs45533739;Not available;Not available;Not available;Early results of sarcomeric gene screening from the Egyptian National BA-HCM Program.;Journal of cardiovascular translational research;4;3,71E+12
8734;2013-01-01T00:00:00.000Z;23233322;rs45580032;Not available;Not available;Not available;Early results of sarcomeric gene screening from the Egyptian National BA-HCM Program.;Journal of cardiovascular translational research;4;3,71E+12
8735;2013-01-01T00:00:00.000Z;23233322;rs193922377;Not available;Not available;Not available;Early results of sarcomeric gene screening from the Egyptian National BA-HCM Program.;Journal of cardiovascular translational research;4;3,71E+12
8736;2013-01-01T00:00:00.000Z;23233322;rs199669878;Not available;Not available;Not available;Early results of sarcomeric gene screening from the Egyptian National BA-HCM Program.;Journal of cardiovascular translational research;4;3,71E+12
8737;2013-01-01T00:00:00.000Z;23233322;rs200352299;Not available;Not available;Not available;Early results of sarcomeric gene screening from the Egyptian National BA-HCM Program.;Journal of cardiovascular translational research;4;3,71E+12
8738;2013-01-01T00:00:00.000Z;23233322;rs201098973;Not available;Not available;Not available;Early results of sarcomeric gene screening from the Egyptian National BA-HCM Program.;Journal of cardiovascular translational research;4;3,71E+12
8739;2013-01-01T00:00:00.000Z;23233322;rs3218713;Not available;Not available;Not available;Early results of sarcomeric gene screening from the Egyptian National BA-HCM Program.;Journal of cardiovascular translational research;4;3,71E+12
8740;2013-01-01T00:00:00.000Z;23233322;rs3218716;Not available;Not available;Not available;Early results of sarcomeric gene screening from the Egyptian National BA-HCM Program.;Journal of cardiovascular translational research;4;3,71E+12
8741;2013-01-01T00:00:00.000Z;23233322;rs367947846;Not available;Not available;Not available;Early results of sarcomeric gene screening from the Egyptian National BA-HCM Program.;Journal of cardiovascular translational research;4;3,71E+12
8742;2013-01-01T00:00:00.000Z;23233322;rs376923877;Not available;Not available;Not available;Early results of sarcomeric gene screening from the Egyptian National BA-HCM Program.;Journal of cardiovascular translational research;4;3,71E+12
8743;2013-01-01T00:00:00.000Z;23233322;rs397515904;Not available;Not available;Not available;Early results of sarcomeric gene screening from the Egyptian National BA-HCM Program.;Journal of cardiovascular translational research;4;3,71E+12
8744;2013-01-01T00:00:00.000Z;23233322;rs397516127;Not available;Not available;Not available;Early results of sarcomeric gene screening from the Egyptian National BA-HCM Program.;Journal of cardiovascular translational research;4;3,71E+12
8745;2013-01-01T00:00:00.000Z;23233322;rs727503213;Not available;Not available;Not available;Early results of sarcomeric gene screening from the Egyptian National BA-HCM Program.;Journal of cardiovascular translational research;4;3,71E+12
8746;2013-01-01T00:00:00.000Z;23233322;rs727504409;Not available;Not available;Not available;Early results of sarcomeric gene screening from the Egyptian National BA-HCM Program.;Journal of cardiovascular translational research;4;3,71E+12
8747;2013-01-01T00:00:00.000Z;23632046;rs137973321;Not available;Not available;Not available;Altered regional cardiac wall mechanics are associated with differential cardiomyocyte calcium handling due to nebulette mutations in preclinical inherited dilated cardiomyopathy.;Journal of molecular and cellular cardiology;4;3,71E+12
8748;2013-01-01T00:00:00.000Z;22859017;rs730880850;Not available;Not available;Not available;Prenatal ultrasound diagnosis of MYH7 non-compaction cardiomyopathy.;Ultrasound in obstetrics & gynecology : the official journal of the International Society of Ultrasound in Obstetrics and Gynecology;4;3,71E+12
8749;2013-01-01T00:00:00.000Z;22370996;rs199473311;Not available;Not available;Not available;Cardiac channelopathy causing sudden death as revealed by molecular autopsy.;International journal of legal medicine;4;3,71E+12
8750;2013-01-01T00:00:00.000Z;23778007;rs121908987;Not available;Not available;Not available;Identification and functional analysis of a novel PRKAG2 mutation responsible for Chinese PRKAG2 cardiac syndrome reveal an important role of non-CBS domains in regulating the AMPK pathway.;Journal of cardiology;4;3,71E+12
8751;2013-01-01T00:00:00.000Z;23778007;rs79474211;Not available;Not available;Not available;Identification and functional analysis of a novel PRKAG2 mutation responsible for Chinese PRKAG2 cardiac syndrome reveal an important role of non-CBS domains in regulating the AMPK pathway.;Journal of cardiology;4;3,71E+12
8752;2013-01-01T00:00:00.000Z;22995932;rs10798;Not available;Not available;Not available;Determinants of incomplete penetrance and variable expressivity in heritable cardiac arrhythmia syndromes.;Translational research : the journal of laboratory and clinical medicine;4;3,71E+12
8753;2013-01-01T00:00:00.000Z;22995932;rs2519184;Not available;Not available;Not available;Determinants of incomplete penetrance and variable expressivity in heritable cardiac arrhythmia syndromes.;Translational research : the journal of laboratory and clinical medicine;4;3,71E+12
8754;2013-01-01T00:00:00.000Z;22995932;rs8234;Not available;Not available;Not available;Determinants of incomplete penetrance and variable expressivity in heritable cardiac arrhythmia syndromes.;Translational research : the journal of laboratory and clinical medicine;4;3,71E+12
