row_number;phenotype;db_variation_id;phenotype_category;category;phenotype_id
13425;Dilated cardiomyopathy 1G;rs190461403;Dilated cardiomyopathy;Cardiomyopathies;1,55E+12
13426;Dilated cardiomyopathy 1G;rs199714102;Dilated cardiomyopathy;Cardiomyopathies;1,55E+12
13427;Dilated cardiomyopathy 1G;rs201635835;Dilated cardiomyopathy;Cardiomyopathies;1,55E+12
13428;Dilated cardiomyopathy 1LL;rs201654872;Dilated cardiomyopathy;Cardiomyopathies;9,11E+11
13429;Dilated cardiomyopathy 1G;rs28626194;Dilated cardiomyopathy;Cardiomyopathies;1,55E+12
13430;Dilated cardiomyopathy 1G;rs368714667;Dilated cardiomyopathy;Cardiomyopathies;1,55E+12
13431;Dilated cardiomyopathy 1G;rs373533040;Dilated cardiomyopathy;Cardiomyopathies;1,55E+12
13432;Dilated cardiomyopathy 1G;rs375179152;Dilated cardiomyopathy;Cardiomyopathies;1,55E+12
13433;Dilated cardiomyopathy 1G;rs377480514;Dilated cardiomyopathy;Cardiomyopathies;1,55E+12
13434;Dilated cardiomyopathy 1G;rs3813245;Dilated cardiomyopathy;Cardiomyopathies;1,55E+12
13435;Primary dilated cardiomyopathy;rs397517696;Dilated cardiomyopathy;Cardiomyopathies;4,04E+11
13436;Dilated cardiomyopathy 1G;rs555414240;Dilated cardiomyopathy;Cardiomyopathies;1,55E+12
13437;Dilated cardiomyopathy 1S;rs587779396;Dilated cardiomyopathy;Cardiomyopathies;7,39E+11
13438;Dilated cardiomyopathy 1G;rs727503545;Dilated cardiomyopathy;Cardiomyopathies;1,55E+12
13439;Dilated cardiomyopathy with woolly hair and keratoderma;rs727505037;Dilated cardiomyopathy;Cardiomyopathies;4,12E+11
13440;Dilated cardiomyopathy 1G;rs727505175;Dilated cardiomyopathy;Cardiomyopathies;1,55E+12
13441;Dilated cardiomyopathy 1G;rs754307416;Dilated cardiomyopathy;Cardiomyopathies;1,55E+12
13442;Dilated cardiomyopathy 1G;rs756575734;Dilated cardiomyopathy;Cardiomyopathies;1,55E+12
13443;Dilated cardiomyopathy 1G;rs758374634;Dilated cardiomyopathy;Cardiomyopathies;1,55E+12
13444;Dilated cardiomyopathy 1N;rs773317399;Dilated cardiomyopathy;Cardiomyopathies;1,55E+12
13445;Dilated cardiomyopathy 1G;rs778458915;Dilated cardiomyopathy;Cardiomyopathies;1,55E+12
13446;Dilated cardiomyopathy 1G;rs779163897;Dilated cardiomyopathy;Cardiomyopathies;1,55E+12
13447;Primary dilated cardiomyopathy;rs781677922;Dilated cardiomyopathy;Cardiomyopathies;4,04E+11
13448;Dilated cardiomyopathy 1G;rs879013405;Dilated cardiomyopathy;Cardiomyopathies;1,55E+12
13449;Dilated cardiomyopathy 1G;rs886042785;Dilated cardiomyopathy;Cardiomyopathies;1,55E+12
13450;Dilated cardiomyopathy 1G;rs933098534;Dilated cardiomyopathy;Cardiomyopathies;1,55E+12
13451;Familial hypertrophic cardiomyopathy 10;rs104894368;Hypertrophic cardiomyopathy;Cardiomyopathies;4,98E+11
13452;Primary familial hypertrophic cardiomyopathy;rs121913641;Hypertrophic cardiomyopathy;Cardiomyopathies;2,23E+11
13453;Hypertrophic cardiomyopathy;rs146320826;Hypertrophic cardiomyopathy;Cardiomyopathies;1,68E+12
13454;Hypertrophic cardiomyopathy;rs150292548;Hypertrophic cardiomyopathy;Cardiomyopathies;1,68E+12
13455;Familial hypertrophic cardiomyopathy 14;rs150815925;Hypertrophic cardiomyopathy;Cardiomyopathies;7,82E+11
13456;Hypertrophic cardiomyopathy;rs1553639863;Hypertrophic cardiomyopathy;Cardiomyopathies;1,68E+12
13457;Hypertrophic cardiomyopathy;rs1555338257;Hypertrophic cardiomyopathy;Cardiomyopathies;1,68E+12
13458;Hypertrophic cardiomyopathy;rs370604793;Hypertrophic cardiomyopathy;Cardiomyopathies;1,68E+12
13459;Hypertrophic cardiomyopathy;rs397515894;Hypertrophic cardiomyopathy;Cardiomyopathies;1,68E+12
13460;Primary familial hypertrophic cardiomyopathy;rs397516349;Hypertrophic cardiomyopathy;Cardiomyopathies;2,23E+11
13461;Hypertrophic cardiomyopathy;rs55956577;Hypertrophic cardiomyopathy;Cardiomyopathies;1,68E+12
13462;Familial hypertrophic cardiomyopathy 11;rs561081869;Hypertrophic cardiomyopathy;Cardiomyopathies;1,11E+12
13463;Hypertrophic cardiomyopathy;rs62618736;Hypertrophic cardiomyopathy;Cardiomyopathies;1,68E+12
13464;Hypertrophic cardiomyopathy;rs71393436;Hypertrophic cardiomyopathy;Cardiomyopathies;1,68E+12
13465;Hypertrophic cardiomyopathy;rs72648229;Hypertrophic cardiomyopathy;Cardiomyopathies;1,68E+12
13466;Primary familial hypertrophic cardiomyopathy;rs730880209;Hypertrophic cardiomyopathy;Cardiomyopathies;2,23E+11
13467;Hypertrophic cardiomyopathy;rs748351798;Hypertrophic cardiomyopathy;Cardiomyopathies;1,68E+12
13468;Hypertrophic cardiomyopathy;rs750424299;Hypertrophic cardiomyopathy;Cardiomyopathies;1,68E+12
13469;Familial Hypertrophic Cardiomyopathy with Wolff-Parkinson-White Syndrome;rs759922995;Hypertrophic cardiomyopathy;Cardiomyopathies;6,44E+11
13470;Hypertrophic cardiomyopathy;rs771753579;Hypertrophic cardiomyopathy;Cardiomyopathies;1,68E+12
13471;Familial hypertrophic cardiomyopathy 1;rs786205905;Hypertrophic cardiomyopathy;Cardiomyopathies;9,02E+11
13472;Familial hypertrophic cardiomyopathy 1;rs116840776;Hypertrophic cardiomyopathy;Cardiomyopathies;9,02E+11
13473;Primary familial hypertrophic cardiomyopathy;rs143749154;Hypertrophic cardiomyopathy;Cardiomyopathies;2,23E+11
13474;Hypertrophic cardiomyopathy;rs149341527;Hypertrophic cardiomyopathy;Cardiomyopathies;1,68E+12
13475;Hypertrophic cardiomyopathy;rs727505267;Hypertrophic cardiomyopathy;Cardiomyopathies;1,68E+12
13476;Familial hypertrophic cardiomyopathy 9;rs752974639;Hypertrophic cardiomyopathy;Cardiomyopathies;1,62E+12
13477;Long QT syndrome;rs1131692329;Long QT syndrome;Cardiomyopathies;1,29E+11
13478;Long QT syndrome;rs1347039291;Long QT syndrome;Cardiomyopathies;1,29E+11
13479;Long QT syndrome 2;rs138776684;Long QT syndrome;Cardiomyopathies;5,24E+11
13480;Long QT syndrome;rs1553614446;Long QT syndrome;Cardiomyopathies;1,29E+11
13481;Long QT syndrome;rs1554422359;Long QT syndrome;Cardiomyopathies;1,29E+11
13482;Long QT syndrome;rs180843436;Long QT syndrome;Cardiomyopathies;1,29E+11
13483;Congenital long QT syndrome;rs199472686;Long QT syndrome;Cardiomyopathies;1,40E+12
13484;Long QT syndrome;rs199472730;Long QT syndrome;Cardiomyopathies;1,29E+11
13485;Long QT syndrome;rs199472968;Long QT syndrome;Cardiomyopathies;1,29E+11
13486;Congenital long QT syndrome;rs199473057;Long QT syndrome;Cardiomyopathies;1,40E+12
13487;Long QT syndrome;rs2070356;Long QT syndrome;Cardiomyopathies;1,29E+11
13488;Long QT syndrome 6;rs45610936;Long QT syndrome;Cardiomyopathies;1,29E+11
13489;Long QT syndrome;rs562875924;Long QT syndrome;Cardiomyopathies;1,29E+11
13490;Long QT syndrome;rs72556369;Long QT syndrome;Cardiomyopathies;1,29E+11
13491;Long QT syndrome;rs760401552;Long QT syndrome;Cardiomyopathies;1,29E+11
13492;Long QT syndrome;rs886048159;Long QT syndrome;Cardiomyopathies;1,29E+11
13493;Catecholaminergic polymorphic ventricular tachycardia;rs1005458283;Catecholaminergic polymorphic ventricular tachycardia;Cardiomyopathies;9,45E+11
13494;Catecholaminergic polymorphic ventricular tachycardia;rs10667874;Catecholaminergic polymorphic ventricular tachycardia;Cardiomyopathies;9,45E+11
13495;Catecholaminergic polymorphic ventricular tachycardia;rs147389346;Catecholaminergic polymorphic ventricular tachycardia;Cardiomyopathies;9,45E+11
13496;Catecholaminergic polymorphic ventricular tachycardia;rs1553328160;Catecholaminergic polymorphic ventricular tachycardia;Cardiomyopathies;9,45E+11
13497;Catecholaminergic polymorphic ventricular tachycardia;rs1558405816;Catecholaminergic polymorphic ventricular tachycardia;Cardiomyopathies;9,45E+11
13498;Catecholaminergic polymorphic ventricular tachycardia;rs769877200;Catecholaminergic polymorphic ventricular tachycardia;Cardiomyopathies;9,45E+11
13499;Catecholaminergic polymorphic ventricular tachycardia type 1;rs864309562;Catecholaminergic polymorphic ventricular tachycardia;Cardiomyopathies;7,90E+11
13500;Marfan syndrome;rs1060501070;Marfan syndrome;Cardiomyopathies;2,83E+11
13501;Marfan syndrome;rs1060501076;Marfan syndrome;Cardiomyopathies;2,83E+11
13502;Severe aortic features in Marfan syndrome;rs1432302;Marfan syndrome;Cardiomyopathies;3,78E+11
13503;Marfan syndrome;rs1555396990;Marfan syndrome;Cardiomyopathies;2,83E+11
13504;Marfan syndrome;rs1555398401;Marfan syndrome;Cardiomyopathies;2,83E+11
13505;Marfan syndrome;rs1566903907;Marfan syndrome;Cardiomyopathies;2,83E+11
13506;Marfan syndrome;rs370955295;Marfan syndrome;Cardiomyopathies;2,83E+11
13507;Marfan syndrome, neonatal;rs387906547;Marfan syndrome;Cardiomyopathies;8,07E+11
13508;Marfan syndrome, neonatal;rs387906548;Marfan syndrome;Cardiomyopathies;8,07E+11
13509;Marfan syndrome;rs397515837;Marfan syndrome;Cardiomyopathies;2,83E+11
13510;Marfan syndrome;rs71467648;Marfan syndrome;Cardiomyopathies;2,83E+11
13511;Brugada syndrome 8;rs1060503838;Brugada syndrome;Cardiomyopathies;9,62E+11
13512;Brugada syndrome 4;rs139749312;Brugada syndrome;Cardiomyopathies;9,11E+11
13513;Brugada syndrome 4;rs143326262;Brugada syndrome;Cardiomyopathies;9,11E+11
13514;Brugada syndrome;rs186720824;Brugada syndrome;Cardiomyopathies;7,04E+11
13515;Brugada syndrome;rs199473047;Brugada syndrome;Cardiomyopathies;7,04E+11
13516;Brugada syndrome;rs199473295;Brugada syndrome;Cardiomyopathies;7,04E+11
13517;Brugada syndrome;rs41260344;Brugada syndrome;Cardiomyopathies;7,04E+11
13518;Brugada syndrome;rs545511851;Brugada syndrome;Cardiomyopathies;7,04E+11
13519;Brugada syndrome;rs72546651;Brugada syndrome;Cardiomyopathies;7,04E+11
13520;Brugada syndrome 6;rs745645715;Brugada syndrome;Cardiomyopathies;1,20E+12
13521;Brugada syndrome;rs756474485;Brugada syndrome;Cardiomyopathies;7,04E+11
13522;Brugada syndrome;rs794728843;Brugada syndrome;Cardiomyopathies;7,04E+11
13523;Brugada syndrome;rs886047894;Brugada syndrome;Cardiomyopathies;7,04E+11
13524;Brugada syndrome;rs886054339;Brugada syndrome;Cardiomyopathies;7,04E+11
13525;Brugada syndrome;rs886058335;Brugada syndrome;Cardiomyopathies;7,04E+11
13526;Loeys-Dietz syndrome 1;rs148063684;Loeys-Dietz syndrome;Cardiomyopathies;1,42E+12
13527;Loeys-Dietz syndrome 4;rs370006165;Loeys-Dietz syndrome;Cardiomyopathies;1,98E+11
13528;Loeys-Dietz syndrome;rs886051390;Loeys-Dietz syndrome;Cardiomyopathies;1,23E+12
13529;Short QT syndrome 3;rs141965142;Short QT syndrome;Cardiomyopathies;9,45E+11
13530;Short QT syndrome 3;rs375330016;Short QT syndrome;Cardiomyopathies;9,45E+11
13531;Dilated cardiomyopathy 1G;rs1001628726;Dilated cardiomyopathy;Cardiomyopathies;1,55E+12
13532;Dilated cardiomyopathy 1G;rs1060500398;Dilated cardiomyopathy;Cardiomyopathies;1,55E+12
13533;Dilated cardiomyopathy 1KK;rs1060503576;Dilated cardiomyopathy;Cardiomyopathies;1,37E+12
13534;Dilated cardiomyopathy 1S;rs1114167327;Dilated cardiomyopathy;Cardiomyopathies;7,39E+11
13535;Dilated cardiomyopathy 1G;rs1207034709;Dilated cardiomyopathy;Cardiomyopathies;1,55E+12
13536;Dilated cardiomyopathy with woolly hair and keratoderma;rs138329459;Dilated cardiomyopathy;Cardiomyopathies;4,12E+11
13537;Dilated cardiomyopathy with woolly hair and keratoderma;rs141508330;Dilated cardiomyopathy;Cardiomyopathies;4,12E+11
13538;Dilated cardiomyopathy 1G;rs142874389;Dilated cardiomyopathy;Cardiomyopathies;1,55E+12
13539;Dilated cardiomyopathy with woolly hair and keratoderma;rs142885240;Dilated cardiomyopathy;Cardiomyopathies;4,12E+11
13540;Primary dilated cardiomyopathy;rs143121072;Dilated cardiomyopathy;Cardiomyopathies;4,04E+11
13541;Dilated cardiomyopathy 1G;rs148018042;Dilated cardiomyopathy;Cardiomyopathies;1,55E+12
13542;Dilated cardiomyopathy 1G;rs150548328;Dilated cardiomyopathy;Cardiomyopathies;1,55E+12
13543;Dilated cardiomyopathy 1G;rs1553636324;Dilated cardiomyopathy;Cardiomyopathies;1,55E+12
13544;Dilated cardiomyopathy 1G;rs1553738199;Dilated cardiomyopathy;Cardiomyopathies;1,55E+12
13545;Dilated cardiomyopathy 1G;rs1553969617;Dilated cardiomyopathy;Cardiomyopathies;1,55E+12
13546;Dilated cardiomyopathy 1J;rs1554276013;Dilated cardiomyopathy;Cardiomyopathies;3,61E+11
13547;Primary dilated cardiomyopathy;rs1555335933;Dilated cardiomyopathy;Cardiomyopathies;4,04E+11
13548;Dilated cardiomyopathy 1G;rs181957743;Dilated cardiomyopathy;Cardiomyopathies;1,55E+12
13549;Dilated cardiomyopathy 1G;rs189966800;Dilated cardiomyopathy;Cardiomyopathies;1,55E+12
13550;Dilated cardiomyopathy 1G;rs191066933;Dilated cardiomyopathy;Cardiomyopathies;1,55E+12
13551;Dilated cardiomyopathy 1G;rs199620003;Dilated cardiomyopathy;Cardiomyopathies;1,55E+12
13552;Dilated cardiomyopathy 1G;rs201120871;Dilated cardiomyopathy;Cardiomyopathies;1,55E+12
13553;Dilated cardiomyopathy 1G;rs201246720;Dilated cardiomyopathy;Cardiomyopathies;1,55E+12
13554;Dilated cardiomyopathy 1G;rs201831707;Dilated cardiomyopathy;Cardiomyopathies;1,55E+12
13555;Dilated cardiomyopathy 1G;rs201904848;Dilated cardiomyopathy;Cardiomyopathies;1,55E+12
13556;Dilated cardiomyopathy 1G;rs367755163;Dilated cardiomyopathy;Cardiomyopathies;1,55E+12
13557;Dilated cardiomyopathy 1G;rs370948914;Dilated cardiomyopathy;Cardiomyopathies;1,55E+12
13558;Dilated cardiomyopathy 1G;rs373491468;Dilated cardiomyopathy;Cardiomyopathies;1,55E+12
13559;Dilated cardiomyopathy 1G;rs397517786;Dilated cardiomyopathy;Cardiomyopathies;1,55E+12
13560;Dilated cardiomyopathy 1G;rs535876380;Dilated cardiomyopathy;Cardiomyopathies;1,55E+12
13561;Dilated cardiomyopathy 1G;rs567800207;Dilated cardiomyopathy;Cardiomyopathies;1,55E+12
13562;Dilated cardiomyopathy 1G;rs72650078;Dilated cardiomyopathy;Cardiomyopathies;1,55E+12
13563;Dilated cardiomyopathy 1DD;rs727503388;Dilated cardiomyopathy;Cardiomyopathies;1,02E+12
13564;Dilated cardiomyopathy 1G;rs727503678;Dilated cardiomyopathy;Cardiomyopathies;1,55E+12
13565;Dilated cardiomyopathy 1G;rs727504579;Dilated cardiomyopathy;Cardiomyopathies;1,55E+12
13566;Primary dilated cardiomyopathy;rs730880219;Dilated cardiomyopathy;Cardiomyopathies;4,04E+11
13567;Dilated cardiomyopathy 1G;rs748080418;Dilated cardiomyopathy;Cardiomyopathies;1,55E+12
13568;Dilated cardiomyopathy 1G;rs751714990;Dilated cardiomyopathy;Cardiomyopathies;1,55E+12
13569;Dilated cardiomyopathy 1W;rs754681045;Dilated cardiomyopathy;Cardiomyopathies;1,27E+12
13570;Dilated cardiomyopathy 1G;rs755805590;Dilated cardiomyopathy;Cardiomyopathies;1,55E+12
13571;Dilated cardiomyopathy 1G;rs762272798;Dilated cardiomyopathy;Cardiomyopathies;1,55E+12
13572;Dilated cardiomyopathy 1S;rs763981974;Dilated cardiomyopathy;Cardiomyopathies;7,39E+11
13573;Dilated cardiomyopathy 1G;rs764682084;Dilated cardiomyopathy;Cardiomyopathies;1,55E+12
13574;Dilated cardiomyopathy 1G;rs765022890;Dilated cardiomyopathy;Cardiomyopathies;1,55E+12
13575;Dilated cardiomyopathy with woolly hair and keratoderma;rs771948271;Dilated cardiomyopathy;Cardiomyopathies;4,12E+11
13576;Dilated cardiomyopathy 1DD;rs776692347;Dilated cardiomyopathy;Cardiomyopathies;1,02E+12
13577;Dilated cardiomyopathy 1G;rs778020953;Dilated cardiomyopathy;Cardiomyopathies;1,55E+12
13578;Dilated cardiomyopathy 1G;rs878919397;Dilated cardiomyopathy;Cardiomyopathies;1,55E+12
13579;Hypertrophic cardiomyopathy;rs121913637;Hypertrophic cardiomyopathy;Cardiomyopathies;1,68E+12
13580;Familial hypertrophic cardiomyopathy 16;rs143345726;Hypertrophic cardiomyopathy;Cardiomyopathies;1,55E+12
13581;Hypertrophic cardiomyopathy;rs147797612;Hypertrophic cardiomyopathy;Cardiomyopathies;1,68E+12
13582;Hypertrophic cardiomyopathy;rs1555338666;Hypertrophic cardiomyopathy;Cardiomyopathies;1,68E+12
13583;Hypertrophic cardiomyopathy;rs192056427;Hypertrophic cardiomyopathy;Cardiomyopathies;1,68E+12
13584;Familial hypertrophic cardiomyopathy 14;rs28730772;Hypertrophic cardiomyopathy;Cardiomyopathies;7,82E+11
13585;Hypertrophic cardiomyopathy;rs3194794;Hypertrophic cardiomyopathy;Cardiomyopathies;1,68E+12
13586;Hypertrophic cardiomyopathy;rs374946555;Hypertrophic cardiomyopathy;Cardiomyopathies;1,68E+12
13587;Hypertrophic cardiomyopathy;rs376007739;Hypertrophic cardiomyopathy;Cardiomyopathies;1,68E+12
13588;Primary familial hypertrophic cardiomyopathy;rs397516020;Hypertrophic cardiomyopathy;Cardiomyopathies;2,23E+11
13589;Hypertrophic cardiomyopathy;rs587779392;Hypertrophic cardiomyopathy;Cardiomyopathies;1,68E+12
13590;Hypertrophic cardiomyopathy;rs72648954;Hypertrophic cardiomyopathy;Cardiomyopathies;1,68E+12
13591;Hypertrophic cardiomyopathy;rs72648962;Hypertrophic cardiomyopathy;Cardiomyopathies;1,68E+12
13592;Hypertrophic cardiomyopathy;rs727503188;Hypertrophic cardiomyopathy;Cardiomyopathies;1,68E+12
13593;Hypertrophic cardiomyopathy;rs727504275;Hypertrophic cardiomyopathy;Cardiomyopathies;1,68E+12
13594;Familial hypertrophic cardiomyopathy 14;rs730880152;Hypertrophic cardiomyopathy;Cardiomyopathies;7,82E+11
13595;Hypertrophic cardiomyopathy;rs730881071;Hypertrophic cardiomyopathy;Cardiomyopathies;1,68E+12
13596;Familial hypertrophic cardiomyopathy 12;rs749002955;Hypertrophic cardiomyopathy;Cardiomyopathies;2,92E+11
13597;Hypertrophic cardiomyopathy;rs756483143;Hypertrophic cardiomyopathy;Cardiomyopathies;1,68E+12
13598;Hypertrophic cardiomyopathy;rs765754956;Hypertrophic cardiomyopathy;Cardiomyopathies;1,68E+12
13599;Hypertrophic cardiomyopathy;rs767001973;Hypertrophic cardiomyopathy;Cardiomyopathies;1,68E+12
13600;Hypertrophic cardiomyopathy;rs772008016;Hypertrophic cardiomyopathy;Cardiomyopathies;1,68E+12
13601;Primary familial hypertrophic cardiomyopathy;rs869025505;Hypertrophic cardiomyopathy;Cardiomyopathies;2,23E+11
13602;Hypertrophic cardiomyopathy;rs878854614;Hypertrophic cardiomyopathy;Cardiomyopathies;1,68E+12
13603;Lipoatrophy with Diabetes Hepatic Steatosis Hypertrophic Cardiomyopathy and Leukomelanodermic Papules;rs886045355;Hypertrophic cardiomyopathy;Cardiomyopathies;1,68E+12
13604;Hypertrophic cardiomyopathy;rs886048378;Hypertrophic cardiomyopathy;Cardiomyopathies;1,68E+12
13605;Hypertrophic cardiomyopathy;rs181642354;Hypertrophic cardiomyopathy;Cardiomyopathies;1,68E+12
13606;Hypertrophic cardiomyopathy;rs200149713;Hypertrophic cardiomyopathy;Cardiomyopathies;1,68E+12
13607;Primary familial hypertrophic cardiomyopathy;rs45509691;Hypertrophic cardiomyopathy;Cardiomyopathies;2,23E+11
13608;Familial hypertrophic cardiomyopathy 9;rs886043924;Hypertrophic cardiomyopathy;Cardiomyopathies;1,62E+12
13609;Long QT syndrome 1;rs1001080500;Long QT syndrome;Cardiomyopathies;1,21E+12
13610;Long QT syndrome;rs138390702;Long QT syndrome;Cardiomyopathies;1,29E+11
13611;Long QT syndrome;rs142153692;Long QT syndrome;Cardiomyopathies;1,29E+11
13612;Long QT syndrome;rs142652341;Long QT syndrome;Cardiomyopathies;1,29E+11
13613;Long QT syndrome;rs1553613127;Long QT syndrome;Cardiomyopathies;1,29E+11
13614;Long QT syndrome;rs1554425527;Long QT syndrome;Cardiomyopathies;1,29E+11
13615;Congenital long QT syndrome;rs199472861;Long QT syndrome;Cardiomyopathies;1,40E+12
13616;Congenital long QT syndrome;rs199472914;Long QT syndrome;Cardiomyopathies;1,40E+12
13617;Congenital long QT syndrome;rs199473035;Long QT syndrome;Cardiomyopathies;1,40E+12
13618;Congenital long QT syndrome;rs199473389;Long QT syndrome;Cardiomyopathies;1,40E+12
13619;Congenital long QT syndrome;rs199473461;Long QT syndrome;Cardiomyopathies;1,40E+12
13620;Long QT syndrome;rs35759833;Long QT syndrome;Cardiomyopathies;1,29E+11
13621;Long QT syndrome;rs41314799;Long QT syndrome;Cardiomyopathies;1,29E+11
13622;Long QT syndrome;rs555400904;Long QT syndrome;Cardiomyopathies;1,29E+11
13623;Long QT syndrome;rs72549411;Long QT syndrome;Cardiomyopathies;1,29E+11
13624;Long QT syndrome 1;rs74462309;Long QT syndrome;Cardiomyopathies;1,21E+12
13625;Long QT syndrome;rs747049411;Long QT syndrome;Cardiomyopathies;1,29E+11
13626;Long QT syndrome;rs754765424;Long QT syndrome;Cardiomyopathies;1,29E+11
13627;Long QT syndrome;rs757123477;Long QT syndrome;Cardiomyopathies;1,29E+11
13628;Long QT syndrome;rs758600283;Long QT syndrome;Cardiomyopathies;1,29E+11
13629;Long QT syndrome;rs767404316;Long QT syndrome;Cardiomyopathies;1,29E+11
13630;Long QT syndrome;rs794728455;Long QT syndrome;Cardiomyopathies;1,29E+11
13631;Long QT syndrome;rs796052178;Long QT syndrome;Cardiomyopathies;1,29E+11
13632;Long QT syndrome;rs886058437;Long QT syndrome;Cardiomyopathies;1,29E+11
13633;Long QT syndrome 2;rs906562788;Long QT syndrome;Cardiomyopathies;5,24E+11
13634;Catecholaminergic polymorphic ventricular tachycardia type 1;rs121918606;Catecholaminergic polymorphic ventricular tachycardia;Cardiomyopathies;7,90E+11
